species,food,protein_g,fat_g,carbs_g,fiber_g,sugar_g,calories,omega3_mg,omega6_mg,bioavailability_score,glycemic_index,ingredient_cost_usd,toxin_flag,protein_match,fat_match,carb_tolerance,sugar_risk,omega_balance,bioavailability_match,glycemic_risk,digestibility_index,fiber_compatibility,predicted_caloric_density,health_grade
Hamster,Coconut Oil,0.0,99.1,0.0,0.0,0.0,862.0,0.0,1800.0,0.85,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.5,0.85,0.0,0.7224999999999999,0.7,0.8099,B
Hamster,Fish Oil,0.0,100.0,0.0,0.0,0.0,902.0,35310.0,1540.0,0.9,0.0,1.2,0.0,0.0,0.0,1.0,0.0,1.0,0.9,0.0,0.765,0.7,0.81,A
Hamster,Olive Oil,0.0,100.0,0.0,0.0,0.0,884.0,760.0,9760.0,0.85,0.0,0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.85,0.0,0.7224999999999999,0.7,0.8044,B
Hamster,Butter,0.9,81.1,0.1,0.0,0.1,717.0,320.0,2170.0,0.82,0.0,0.5,0.0,0.028125,0.0,1.0,0.005,1.0,0.82,0.0,0.697,0.7,0.7073,B
Hamster,Pumpkin Seeds,30.2,49.1,10.7,6.0,1.4,559.0,120.0,20700.0,0.72,25.0,0.65,0.0,0.94375,0.0,1.0,0.06999999999999999,1.0,0.72,0.25,0.612,0.7,0.548,A
Hamster,Hemp Seeds,31.6,48.8,8.7,4.0,1.5,553.0,8680.0,28700.0,0.75,0.0,0.95,0.0,0.9875,0.0,1.0,0.075,1.0,0.75,0.0,0.6375,0.9,0.5276,A
Hamster,Cranberry,0.5,0.1,12.2,4.6,4.0,46.0,20.0,30.0,0.5,45.0,0.7,0.0,0.015625,1.0,1.0,0.2,0.3,0.5,0.45,0.425,0.8400000000000001,0.2479,C
Hamster,Papaya,0.5,0.3,10.8,1.7,7.8,43.0,25.0,5.0,0.6,60.0,0.3,0.0,0.015625,1.0,1.0,0.39,0.32083333333333336,0.6,0.6,0.51,0.87,0.2901,D
Hamster,Cantaloupe,0.8,0.2,8.2,0.9,7.9,34.0,5.0,3.0,0.58,65.0,0.2,0.0,0.025,1.0,1.0,0.395,0.0675,0.58,0.65,0.49299999999999994,0.79,0.2953,D
Hamster,Peach,0.9,0.3,9.5,1.5,8.4,39.0,2.0,80.0,0.55,42.0,0.25,0.0,0.028125,1.0,1.0,0.42000000000000004,0.15833333333333333,0.55,0.42,0.4675,0.85,0.2917,D
Hamster,Plum,0.7,0.3,11.4,1.4,9.9,46.0,35.0,45.0,0.52,39.0,0.25,0.0,0.021875,1.0,1.0,0.495,0.5125,0.52,0.39,0.442,0.84,0.2936,C
Hamster,Venison,30.2,3.2,0.0,0.0,0.0,158.0,80.0,200.0,0.93,0.0,1.5,0.0,0.94375,1.0,1.0,0.0,0.8333333333333333,0.93,0.0,0.7905,0.7,0.2643,A
Hamster,Bison,28.4,7.2,0.0,0.0,0.0,188.0,100.0,250.0,0.92,0.0,1.8,0.0,0.8875,1.0,1.0,0.0,0.9166666666666667,0.92,0.0,0.782,0.7,0.2545,A
Hamster,Quail Egg,13.1,11.1,0.4,0.0,0.4,158.0,40.0,950.0,0.9,0.0,0.5,0.0,0.409375,0.6125,1.0,0.02,1.0,0.9,0.0,0.765,0.7,0.3606,A
Hamster,Anchovy,20.4,4.8,0.0,0.0,0.0,131.0,1478.0,97.0,0.91,0.0,0.55,0.0,0.6375,1.0,1.0,0.0,0.6616666666666666,0.91,0.0,0.7735,0.7,0.3377,A
Hamster,Herring,17.9,9.0,0.0,0.0,0.0,158.0,1729.0,130.0,0.92,0.0,0.5,0.0,0.559375,0.875,1.0,0.0,0.7166666666666667,0.92,0.0,0.782,0.7,0.3631,A
Hamster,Trout,19.9,3.5,0.0,0.0,0.0,119.0,812.0,280.0,0.91,0.0,0.85,0.0,0.621875,1.0,1.0,0.0,0.9666666666666667,0.91,0.0,0.7735,0.7,0.2992,A
Hamster,Rabbit Meat,20.1,3.5,0.0,0.0,0.0,114.0,220.0,900.0,0.88,0.0,1.2,0.0,0.628125,1.0,1.0,0.0,1.0,0.88,0.0,0.748,0.7,0.258,A
Hamster,Goat Meat,20.6,2.3,0.0,0.0,0.0,109.0,40.0,290.0,0.87,0.0,1.1,0.0,0.64375,1.0,1.0,0.0,0.9833333333333334,0.87,0.0,0.7394999999999999,0.7,0.2638,A
Hamster,Barley (Cooked),2.3,0.4,28.2,3.8,0.3,123.0,20.0,350.0,0.6,28.0,0.1,0.0,0.071875,1.0,1.0,0.015,0.75,0.6,0.28,0.51,0.92,0.3474,A
Hamster,Millet (Cooked),3.5,1.0,23.7,1.3,0.0,119.0,10.0,600.0,0.58,71.0,0.12,0.0,0.109375,1.0,1.0,0.0,0.625,0.58,0.71,0.49299999999999994,0.8300000000000001,0.3417,C
Hamster,Buckwheat (Cooked),3.4,0.6,19.9,2.7,0.9,92.0,40.0,350.0,0.65,54.0,0.15,0.0,0.10625,1.0,1.0,0.045,1.0,0.65,0.54,0.5525,0.97,0.3315,A
Hamster,Amaranth (Cooked),3.8,1.6,18.7,2.1,0.0,102.0,30.0,1100.0,0.6,35.0,0.3,0.0,0.11875,1.0,1.0,0.0,0.875,0.6,0.35,0.51,0.91,0.3176,B
Hamster,Sorghum (Cooked),3.5,0.6,23.9,1.6,0.0,111.0,15.0,700.0,0.55,62.0,0.1,0.0,0.109375,1.0,1.0,0.0,0.6875,0.55,0.62,0.4675,0.86,0.3375,B
Hamster,Cricket Flour,65.0,14.0,5.0,3.0,0.0,420.0,200.0,3200.0,0.8,0.0,2.5,0.0,1.0,0.25,1.0,0.0,1.0,0.8,0.0,0.68,1.0,0.3113,A
Hamster,Duck Egg,13.3,13.8,1.5,0.0,1.2,185.0,100.0,1400.0,0.9,0.0,0.65,0.0,0.415625,0.2749999999999999,1.0,0.06,1.0,0.9,0.0,0.765,0.7,0.3645,A
Hamster,Goose Meat,22.8,7.1,0.0,0.0,0.0,161.0,180.0,750.0,0.86,0.0,1.4,0.0,0.7125,1.0,1.0,0.0,1.0,0.86,0.0,0.731,0.7,0.2677,A
Hamster,Pheasant,23.6,3.6,0.0,0.0,0.0,133.0,150.0,870.0,0.88,0.0,1.6,0.0,0.7375,1.0,1.0,0.0,1.0,0.88,0.0,0.748,0.7,0.231,A
Hamster,Ostrich,20.9,2.0,0.0,0.0,0.0,111.0,60.0,300.0,0.89,0.0,2.0,0.0,0.653125,1.0,1.0,0.0,1.0,0.89,0.0,0.7565,0.7,0.1768,A
Hamster,Crab Meat,18.1,1.1,0.0,0.0,0.0,83.0,380.0,20.0,0.88,0.0,1.5,0.0,0.565625,1.0,1.0,0.0,0.5333333333333333,0.88,0.0,0.748,0.7,0.2068,A
Hamster,Mussel,11.9,2.2,3.7,0.0,0.0,86.0,680.0,18.0,0.82,0.0,0.7,0.0,0.371875,1.0,1.0,0.0,0.53,0.82,0.0,0.697,0.7,0.2848,A
Hamster,Clam,14.7,1.0,2.6,0.0,0.0,86.0,284.0,12.0,0.8,0.0,0.65,0.0,0.459375,1.0,1.0,0.0,0.52,0.8,0.0,0.68,0.7,0.2885,A
Hamster,Squid,15.6,1.4,3.1,0.0,0.0,92.0,500.0,8.0,0.78,0.0,0.55,0.0,0.4875,1.0,1.0,0.0,0.5133333333333333,0.78,0.0,0.663,0.7,0.3008,A
Hamster,Oyster,9.5,2.5,4.9,0.0,0.0,81.0,740.0,30.0,0.75,0.0,0.9,0.0,0.296875,1.0,1.0,0.0,0.55,0.75,0.0,0.6375,0.7,0.2572,A
Hamster,Tilapia,20.1,1.7,0.0,0.0,0.0,96.0,210.0,200.0,0.9,0.0,0.5,0.0,0.628125,1.0,1.0,0.0,0.8333333333333333,0.9,0.0,0.765,0.7,0.3172,A
Hamster,Catfish,13.0,7.0,0.0,0.0,0.0,119.0,320.0,440.0,0.86,0.0,0.45,0.0,0.40625,1.0,1.0,0.0,1.0,0.86,0.0,0.731,0.7,0.3346,A
Hamster,Lamb Liver,20.4,5.5,1.8,0.0,0.0,139.0,50.0,400.0,0.88,0.0,0.4,0.0,0.6375,1.0,1.0,0.0,1.0,0.88,0.0,0.748,0.7,0.3551,A
Hamster,Chicken Gizzard,17.7,2.1,0.0,0.0,0.0,94.0,20.0,300.0,0.84,0.0,0.25,0.0,0.553125,1.0,1.0,0.0,0.75,0.84,0.0,0.714,0.7,0.3364,A
Hamster,Turkey Liver,18.3,4.4,2.3,0.0,0.0,128.0,60.0,500.0,0.87,0.0,0.35,0.0,0.571875,1.0,1.0,0.0,1.0,0.87,0.0,0.7394999999999999,0.7,0.3516,A
Hamster,Rhubarb,0.9,0.2,4.5,1.8,1.1,21.0,5.0,20.0,0.4,15.0,0.25,0.0,0.028125,1.0,1.0,0.05500000000000001,0.09583333333333333,0.4,0.15,0.34,0.88,0.2815,B
Hamster,Iceberg Lettuce,0.9,0.1,3.0,1.2,2.0,14.0,5.0,20.0,0.3,15.0,0.08,0.0,0.028125,1.0,1.0,0.1,0.09583333333333333,0.3,0.15,0.255,0.8200000000000001,0.2953,C
Hamster,Macadamia Nut,7.9,75.8,13.8,8.6,4.6,718.0,200.0,1290.0,0.7,10.0,2.2,0.0,0.246875,0.0,1.0,0.22999999999999998,1.0,0.7,0.1,0.595,0.44000000000000006,0.4709,B
Hamster,Raw Potato,2.0,0.1,17.5,2.2,0.8,77.0,10.0,30.0,0.35,78.0,0.08,0.8,0.0625,1.0,1.0,0.04,0.175,0.35,0.78,0.2975,0.92,0.313,F
Hamster,Alcohol (Ethanol),0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.05,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.05,0.0,0.0425,0.7,0.259,F
Hamster,Caffeine Extract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.8,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.085,0.7,0.2,F
Hamster,Apple Seeds,18.0,33.5,30.0,25.0,2.0,470.0,5.0,200.0,0.2,10.0,0.1,0.0,0.5625,0.0,1.0,0.1,0.3958333333333333,0.2,0.1,0.17,0.0,0.3631,D
Hamster,Lily (Plant),3.0,0.5,8.0,2.0,1.0,45.0,2.0,10.0,0.1,15.0,0.3,0.0,0.09375,1.0,1.0,0.05,0.04166666666666667,0.1,0.15,0.085,0.9,0.2735,B
Hamster,Bread (White),9.0,3.2,49.0,2.7,5.3,265.0,50.0,650.0,0.55,75.0,0.12,0.0,0.28125,1.0,0.8181818181818183,0.265,1.0,0.55,0.75,0.4675,0.97,0.4014,A
Hamster,Citrus Peel,1.5,0.2,16.0,10.6,4.0,47.0,10.0,30.0,0.3,0.0,0.1,0.0,0.046875,1.0,1.0,0.2,0.175,0.3,0.0,0.255,0.24,0.301,D
Hamster,Mammal Meat (Generic),22.0,8.0,0.0,0.0,0.0,170.0,60.0,400.0,0.85,0.0,0.6,0.0,0.6875,1.0,1.0,0.0,1.0,0.85,0.0,0.7224999999999999,0.7,0.3524,A
Bird,Chicken Breast,31.0,3.6,0.0,0.0,0.0,165.0,70.0,600.0,0.92,0.0,0.55,0.0,1.0,1.0,1.0,0.0,0.9375,0.92,0.0,0.782,0.7,0.3631,A
Bird,Beef (Ground 85%),26.1,15.0,0.0,0.0,0.0,250.0,50.0,520.0,0.9,0.0,0.65,0.0,0.9321428571428572,0.5,1.0,0.0,0.7458333333333333,0.9,0.0,0.765,0.7,0.41,A
Bird,Salmon,20.4,6.3,0.0,0.0,0.0,140.0,2260.0,170.0,0.95,0.0,1.2,0.0,0.7285714285714285,1.0,1.0,0.0,0.6416666666666666,0.95,0.0,0.8075,0.7,0.2834,A
Bird,Tuna,23.3,1.0,0.0,0.0,0.0,109.0,1600.0,40.0,0.93,0.0,0.9,0.0,0.8321428571428572,1.0,1.0,0.0,0.5333333333333333,0.93,0.0,0.7905,0.7,0.2888,A
Bird,Turkey Breast,29.0,1.0,0.0,0.0,0.0,135.0,40.0,410.0,0.91,0.0,0.6,0.0,1.0,1.0,1.0,0.0,0.5916666666666667,0.91,0.0,0.7735,0.7,0.3356,A
Bird,Lamb,25.5,16.5,0.0,0.0,0.0,258.0,100.0,850.0,0.88,0.0,0.85,0.0,0.9107142857142857,0.3500000000000001,1.0,0.0,1.0,0.88,0.0,0.748,0.7,0.3916,A
Bird,Pork Loin,27.3,8.0,0.0,0.0,0.0,196.0,30.0,700.0,0.87,0.0,0.55,0.0,0.975,1.0,1.0,0.0,0.6875,0.87,0.0,0.7394999999999999,0.7,0.3776,A
Bird,Duck,19.0,11.2,0.0,0.0,0.0,201.0,90.0,1100.0,0.86,0.0,1.0,0.0,0.6785714285714286,0.8800000000000001,1.0,0.0,1.0,0.86,0.0,0.731,0.7,0.3344,A
Bird,Egg (Whole),12.6,9.5,0.7,0.0,0.4,143.0,74.0,1150.0,0.94,0.0,0.25,0.0,0.45,1.0,1.0,0.02,0.9625,0.94,0.0,0.7989999999999999,0.7,0.3795,A
Bird,Egg (White),10.9,0.2,0.7,0.0,0.7,52.0,0.0,0.0,0.88,0.0,0.2,0.0,0.3892857142857143,1.0,1.0,0.034999999999999996,0.0,0.88,0.0,0.748,0.7,0.3156,A
Bird,Cottage Cheese,11.1,4.3,3.4,0.0,2.7,98.0,20.0,80.0,0.8,27.0,0.4,0.0,0.3964285714285714,1.0,1.0,0.135,0.19166666666666665,0.8,0.27,0.68,0.7,0.321,A
Bird,Yogurt (Plain),3.5,3.3,4.7,0.0,4.7,61.0,10.0,50.0,0.78,36.0,0.3,0.0,0.125,1.0,1.0,0.23500000000000001,0.10416666666666666,0.78,0.36,0.663,0.7,0.307,C
Bird,Milk (Whole),3.3,3.3,4.8,0.0,5.1,61.0,30.0,120.0,0.75,31.0,0.15,0.0,0.11785714285714285,1.0,1.0,0.255,0.2875,0.75,0.31,0.6375,0.7,0.3206,A
Bird,Cheese (Cheddar),25.0,33.1,1.3,0.0,0.5,403.0,100.0,650.0,0.82,0.0,0.7,0.0,0.8928571428571429,0.0,1.0,0.025,1.0,0.82,0.0,0.697,0.7,0.487,A
Bird,Rice (White Cooked),2.7,0.3,28.2,0.4,0.1,130.0,5.0,30.0,0.7,73.0,0.08,0.0,0.09642857142857143,1.0,1.0,0.005,0.05625,0.7,0.73,0.595,0.74,0.3628,C
Bird,Rice (Brown Cooked),2.6,0.9,23.5,1.8,0.4,111.0,10.0,90.0,0.68,55.0,0.1,0.0,0.09285714285714286,1.0,1.0,0.02,0.1375,0.68,0.55,0.5780000000000001,0.88,0.3487,B
Bird,Oats (Cooked),2.5,1.5,12.0,1.7,0.3,68.0,20.0,860.0,0.65,55.0,0.12,0.0,0.08928571428571429,1.0,1.0,0.015,0.625,0.65,0.55,0.5525,0.87,0.3224,B
Bird,Quinoa (Cooked),4.4,1.9,21.3,2.8,0.9,120.0,50.0,700.0,0.72,53.0,0.35,0.0,0.15714285714285717,1.0,1.0,0.045,0.8125,0.72,0.53,0.612,0.98,0.3322,B
Bird,Sweet Potato (Cooked),2.0,0.1,20.1,3.0,6.5,86.0,2.0,4.0,0.74,63.0,0.15,0.0,0.07142857142857142,1.0,1.0,0.325,0.015833333333333335,0.74,0.63,0.629,1.0,0.3345,C
Bird,Potato (Cooked),1.7,0.1,17.0,1.3,0.8,77.0,5.0,20.0,0.65,78.0,0.1,0.0,0.060714285714285714,1.0,1.0,0.04,0.04791666666666666,0.65,0.78,0.5525,0.8300000000000001,0.3289,B
Bird,Carrot (Raw),0.9,0.2,9.6,2.8,4.7,41.0,2.0,60.0,0.6,35.0,0.08,0.0,0.03214285714285715,1.0,1.0,0.23500000000000001,0.0625,0.6,0.35,0.51,0.98,0.3111,D
Bird,Broccoli,2.8,0.4,7.0,2.6,1.7,34.0,30.0,20.0,0.7,15.0,0.15,0.0,0.09999999999999999,1.0,1.0,0.08499999999999999,0.20416666666666666,0.7,0.15,0.595,0.96,0.3035,A
Bird,Spinach,2.9,0.4,3.6,2.2,0.4,23.0,140.0,30.0,0.62,15.0,0.2,0.0,0.10357142857142856,1.0,1.0,0.02,0.525,0.62,0.15,0.527,0.92,0.2911,B
Bird,Green Beans,1.8,0.2,7.0,3.4,3.3,31.0,15.0,40.0,0.68,15.0,0.12,0.0,0.0642857142857143,1.0,1.0,0.16499999999999998,0.12708333333333333,0.68,0.15,0.5780000000000001,0.96,0.3044,B
Bird,Pumpkin,1.0,0.1,6.5,0.5,2.8,26.0,5.0,3.0,0.72,75.0,0.12,0.0,0.03571428571428571,1.0,1.0,0.13999999999999999,0.03375,0.72,0.75,0.612,0.75,0.3026,D
Bird,Peas,5.4,0.4,14.5,5.5,5.9,81.0,45.0,100.0,0.75,48.0,0.15,0.0,0.19285714285714287,1.0,1.0,0.29500000000000004,0.3645833333333333,0.75,0.48,0.6375,0.75,0.3322,C
Bird,Apple,0.3,0.2,13.8,2.4,10.4,52.0,10.0,40.0,0.55,36.0,0.18,0.0,0.010714285714285714,1.0,1.0,0.52,0.09583333333333333,0.55,0.36,0.4675,0.94,0.3042,D
Bird,Banana,1.1,0.3,22.8,2.6,12.2,89.0,30.0,50.0,0.6,51.0,0.12,0.0,0.03928571428571429,1.0,1.0,0.61,0.22916666666666666,0.6,0.51,0.51,0.96,0.3295,D
Bird,Blueberry,0.7,0.3,14.5,2.4,10.0,57.0,85.0,100.0,0.65,53.0,0.8,0.0,0.024999999999999998,1.0,1.0,0.5,0.5833333333333334,0.65,0.53,0.5525,0.94,0.2488,C
Bird,Watermelon,0.6,0.2,7.6,0.4,6.2,30.0,2.0,10.0,0.55,72.0,0.1,0.0,0.02142857142857143,1.0,1.0,0.31,0.020833333333333336,0.55,0.72,0.4675,0.74,0.3028,D
Bird,Strawberry,0.7,0.3,7.7,2.0,4.9,32.0,65.0,90.0,0.6,40.0,0.4,0.0,0.024999999999999998,1.0,1.0,0.24500000000000002,0.48125,0.6,0.4,0.51,0.9,0.2749,C
Bird,Mango,0.8,0.4,15.0,1.6,13.7,60.0,50.0,20.0,0.58,56.0,0.35,0.0,0.028571428571428574,1.0,1.0,0.6849999999999999,0.32916666666666666,0.58,0.56,0.49299999999999994,0.86,0.2921,D
Bird,Orange,0.9,0.1,11.8,2.4,9.4,47.0,10.0,30.0,0.5,43.0,0.15,0.0,0.03214285714285715,1.0,1.0,0.47000000000000003,0.0875,0.5,0.43,0.425,0.94,0.3033,D
Bird,Pineapple,0.5,0.1,13.1,1.4,9.9,50.0,20.0,8.0,0.55,59.0,0.25,0.0,0.017857142857142856,1.0,1.0,0.495,0.13166666666666665,0.55,0.59,0.4675,0.84,0.2964,D
Bird,Avocado,2.0,14.7,8.5,6.7,0.7,160.0,110.0,1690.0,0.7,15.0,0.6,0.8,0.07142857142857142,0.53,1.0,0.034999999999999996,1.0,0.7,0.15,0.595,0.63,0.3271,F
Bird,Coconut (Raw),3.3,33.5,15.2,9.0,6.2,354.0,0.0,370.0,0.55,45.0,0.5,0.0,0.11785714285714285,0.0,1.0,0.31,0.30833333333333335,0.55,0.45,0.4675,0.4,0.4014,D
Bird,Peanut Butter,25.1,50.4,20.0,6.0,9.2,588.0,30.0,7800.0,0.8,14.0,0.4,0.0,0.8964285714285715,0.0,1.0,0.45999999999999996,0.6875,0.8,0.14,0.68,0.7,0.6259,B
Bird,Almonds,21.2,49.4,21.7,12.2,4.4,579.0,6.0,12100.0,0.75,15.0,0.85,0.0,0.7571428571428571,0.0,1.0,0.22000000000000003,0.5375,0.75,0.15,0.6375,0.08000000000000007,0.5527,B
Bird,Walnuts,15.2,65.2,13.7,6.7,2.6,654.0,9080.0,38100.0,0.78,15.0,0.9,0.0,0.5428571428571428,0.0,1.0,0.13,1.0,0.78,0.15,0.663,0.63,0.6068,A
Bird,Sunflower Seeds,20.8,51.5,20.0,8.6,2.6,584.0,74.0,23100.0,0.72,35.0,0.5,0.0,0.7428571428571429,0.0,1.0,0.13,0.9625,0.72,0.35,0.612,0.44000000000000006,0.577,B
Bird,Flaxseed,18.3,42.2,28.9,27.3,1.5,534.0,22800.0,5900.0,0.45,0.0,0.55,0.0,0.6535714285714286,0.0,1.0,0.075,1.0,0.45,0.0,0.3825,0.0,0.4319,B
Bird,Chia Seeds,16.5,30.7,42.1,34.4,0.0,486.0,17800.0,5800.0,0.5,1.0,0.7,0.0,0.5892857142857143,0.0,1.0,0.0,1.0,0.5,0.01,0.425,0.0,0.419,B
Bird,Chocolate (Dark),7.8,42.6,45.9,10.9,24.0,546.0,0.0,330.0,0.6,23.0,0.8,1.0,0.2785714285714286,0.0,1.0,1.0,0.275,0.6,0.23,0.51,0.20999999999999996,0.4748,F
Bird,Chocolate (Milk),7.6,29.7,59.4,3.4,52.0,535.0,0.0,210.0,0.55,42.0,0.65,0.8,0.2714285714285714,0.0,0.6200000000000001,1.0,0.175,0.55,0.42,0.4675,0.96,0.4639,F
Bird,Grapes,0.7,0.2,18.1,0.9,15.5,69.0,10.0,80.0,0.52,59.0,0.3,0.0,0.024999999999999998,1.0,1.0,0.775,0.12916666666666665,0.52,0.59,0.442,0.79,0.2979,D
Bird,Raisins,3.1,0.5,79.2,3.7,59.2,299.0,5.0,30.0,0.48,64.0,0.45,0.0,0.11071428571428572,1.0,0.0,1.0,0.05625,0.48,0.64,0.408,0.9299999999999999,0.3666,F
Bird,Onion (Raw),1.1,0.1,9.3,1.7,4.2,40.0,4.0,10.0,0.45,10.0,0.08,0.5,0.03928571428571429,1.0,1.0,0.21000000000000002,0.03333333333333333,0.45,0.1,0.3825,0.87,0.306,E
Bird,Garlic,6.4,0.5,33.1,2.1,1.0,149.0,20.0,250.0,0.5,30.0,0.25,0.5,0.2285714285714286,1.0,1.0,0.05,0.33333333333333337,0.5,0.3,0.425,0.91,0.3329,E
Bird,Mushroom,3.1,0.3,3.3,1.0,2.0,22.0,0.0,370.0,0.6,15.0,0.3,0.0,0.11071428571428572,1.0,1.0,0.1,0.30833333333333335,0.6,0.15,0.51,0.8,0.2803,C
Bird,Tomato,0.9,0.2,3.9,1.2,2.6,18.0,3.0,80.0,0.55,15.0,0.12,0.0,0.03214285714285715,1.0,1.0,0.13,0.08541666666666667,0.55,0.15,0.4675,0.8200000000000001,0.2957,C
Bird,Celery,0.7,0.2,3.0,1.6,1.3,14.0,8.0,80.0,0.58,15.0,0.1,0.0,0.024999999999999998,1.0,1.0,0.065,0.11666666666666667,0.58,0.15,0.49299999999999994,0.86,0.2963,B
Bird,Cucumber,0.7,0.1,3.6,0.5,1.7,15.0,3.0,30.0,0.6,15.0,0.1,0.0,0.024999999999999998,1.0,1.0,0.08499999999999999,0.04375,0.6,0.15,0.51,0.75,0.297,B
Bird,Zucchini,1.2,0.3,3.1,1.0,2.5,17.0,10.0,30.0,0.65,15.0,0.12,0.0,0.04285714285714286,1.0,1.0,0.125,0.0875,0.65,0.15,0.5525,0.8,0.2966,C
Bird,Bell Pepper,0.9,0.3,6.0,2.1,4.2,31.0,8.0,50.0,0.62,15.0,0.2,0.0,0.03214285714285715,1.0,1.0,0.21000000000000002,0.09166666666666667,0.62,0.15,0.527,0.91,0.2949,B
Bird,Kale,4.3,0.9,8.8,3.6,2.3,49.0,180.0,110.0,0.6,15.0,0.25,0.0,0.15357142857142855,1.0,1.0,0.11499999999999999,0.5916666666666667,0.6,0.15,0.51,0.94,0.2979,B
Bird,Cabbage,1.3,0.1,5.8,2.5,3.2,25.0,50.0,20.0,0.55,10.0,0.08,0.0,0.04642857142857143,1.0,1.0,0.16,0.32916666666666666,0.55,0.1,0.4675,0.95,0.3027,B
Bird,Cauliflower,1.9,0.3,5.0,2.0,1.9,25.0,30.0,10.0,0.58,15.0,0.15,0.0,0.06785714285714285,1.0,1.0,0.095,0.19583333333333333,0.58,0.15,0.49299999999999994,0.9,0.2963,C
Bird,Asparagus,2.2,0.1,3.9,2.1,1.9,20.0,10.0,80.0,0.65,15.0,0.35,0.0,0.07857142857142858,1.0,1.0,0.095,0.12916666666666665,0.65,0.15,0.5525,0.91,0.2751,B
Bird,Beet,1.6,0.2,9.6,2.8,6.8,43.0,5.0,60.0,0.55,61.0,0.15,0.0,0.05714285714285715,1.0,1.0,0.33999999999999997,0.08125,0.55,0.61,0.4675,0.98,0.3034,C
Bird,Corn (Sweet),3.4,1.5,19.0,2.7,6.3,86.0,18.0,960.0,0.68,52.0,0.1,0.0,0.12142857142857143,1.0,1.0,0.315,0.6125,0.68,0.52,0.5780000000000001,0.97,0.3355,B
Bird,Lentils (Cooked),9.0,0.4,20.1,7.9,1.8,116.0,40.0,250.0,0.65,32.0,0.15,0.0,0.32142857142857145,1.0,1.0,0.09,0.45833333333333337,0.65,0.32,0.5525,0.51,0.3436,B
Bird,Chickpeas (Cooked),8.9,2.6,27.4,7.6,4.8,164.0,40.0,2450.0,0.62,28.0,0.18,0.0,0.3178571428571429,1.0,1.0,0.24,0.75,0.62,0.28,0.527,0.54,0.3611,A
Bird,Black Beans (Cooked),8.9,0.5,23.7,8.7,0.3,132.0,30.0,120.0,0.6,30.0,0.12,0.0,0.3178571428571429,1.0,1.0,0.015,0.2875,0.6,0.3,0.51,0.43000000000000005,0.3496,B
Bird,Tofu,8.0,4.8,1.9,0.3,0.6,76.0,370.0,2890.0,0.7,15.0,0.3,0.0,0.2857142857142857,1.0,1.0,0.03,1.0,0.7,0.15,0.595,0.73,0.3114,A
Bird,Sardine,24.6,11.5,0.0,0.0,0.0,208.0,1480.0,120.0,0.93,0.0,0.55,0.0,0.8785714285714287,0.8500000000000001,1.0,0.0,0.6,0.93,0.0,0.7905,0.7,0.3955,A
Bird,Shrimp,24.0,0.3,0.2,0.0,0.0,99.0,540.0,50.0,0.91,0.0,0.8,0.0,0.8571428571428571,1.0,1.0,0.0,0.5416666666666666,0.91,0.0,0.7735,0.7,0.2901,A
Bird,Cod,17.8,0.7,0.0,0.0,0.0,82.0,200.0,10.0,0.92,0.0,0.7,0.0,0.6357142857142858,1.0,1.0,0.0,0.5083333333333333,0.92,0.0,0.782,0.7,0.2887,A
Bird,Mackerel,18.6,13.9,0.0,0.0,0.0,205.0,2670.0,190.0,0.94,0.0,0.65,0.0,0.6642857142857144,0.6099999999999999,1.0,0.0,0.6583333333333333,0.94,0.0,0.7989999999999999,0.7,0.3849,A
Bird,Liver (Beef),20.4,3.6,3.9,0.0,0.0,135.0,30.0,350.0,0.9,0.0,0.4,0.0,0.7285714285714285,1.0,1.0,0.0,0.4791666666666667,0.9,0.0,0.765,0.7,0.3545,A
Bird,Liver (Chicken),16.9,4.8,0.7,0.0,0.0,119.0,50.0,650.0,0.89,0.0,0.35,0.0,0.6035714285714285,1.0,1.0,0.0,0.8125,0.89,0.0,0.7565,0.7,0.3474,A
Bird,Heart (Beef),17.7,3.9,0.1,0.0,0.0,112.0,20.0,280.0,0.88,0.0,0.3,0.0,0.6321428571428571,1.0,1.0,0.0,0.35833333333333334,0.88,0.0,0.748,0.7,0.3467,A
Bird,Kidney (Beef),17.4,3.1,0.3,0.0,0.0,99.0,40.0,300.0,0.85,0.0,0.35,0.0,0.6214285714285713,1.0,1.0,0.0,0.5,0.85,0.0,0.7224999999999999,0.7,0.3304,A
Bird,Bone Meal,12.0,6.0,0.0,0.0,0.0,100.0,10.0,50.0,0.4,0.0,0.15,0.0,0.42857142857142855,1.0,1.0,0.0,0.10416666666666666,0.4,0.0,0.34,0.7,0.3161,B
Bird,Kelp,1.7,0.6,9.6,1.3,0.6,43.0,20.0,10.0,0.35,22.0,0.2,0.0,0.060714285714285714,1.0,1.0,0.03,0.13333333333333333,0.35,0.22,0.2975,0.8300000000000001,0.2917,C
Bird,Spirulina,57.5,7.7,23.9,3.6,3.1,290.0,820.0,1250.0,0.5,0.0,1.5,0.0,1.0,1.0,1.0,0.155,1.0,0.5,0.0,0.425,0.94,0.2628,A
